Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1661155094.9985614,112,1661155094,982251889,world,3.412690102518375,5.122880741795034,0.3849198520183563,0.00026585290696713184,0.003049123908834464,-0.40883787303150865,0.9126018988259296
1661155095.198548,113,1661155095,192250557,world,3.4127322055266833,5.122909629735191,0.3849387466907501,0.00043566542301251153,0.003010455540767593,-0.4088113848274949,0.9126138279625737
1661155095.3985753,114,1661155095,382239435,world,3.4126499999407476,5.123179444136337,0.386499285697937,-0.0008544887089072843,0.006855270005253527,-0.40815396134758464,0.9128869694318545
1661155095.5985565,115,1661155095,592261952,world,3.4127299116701533,5.122900914543171,0.38492903113365173,0.0003308556146697703,0.003066750768509433,-0.40881164228064676,0.912613569212121
1661155095.7986667,116,1661155095,792267750,world,3.412685917598395,5.122894842277413,0.3850208520889282,0.00025251565807941955,0.0032503034249412996,-0.40895844905974554,0.9125471816328927
1661155095.998539,117,1661155095,992269221,world,3.4127317232711274,5.12291223714194,0.3847699761390686,0.0006399330664306224,0.002593077104435889,-0.4089308757680445,0.9125614528788628
1661155096.198521,118,1661155096,192264740,world,3.412714578791218,5.122889948374902,0.38493359088897705,0.0003577403273722576,0.0030344510439445404,-0.408931558832476,0.9125599401242428
1661155096.398542,119,1661155096,392230247,world,3.412767605740154,5.122930571844036,0.38501256704330444,0.00046013662825424777,0.003179652415799227,-0.4088613181299606,0.912590872528226
1661155096.5985491,120,1661155096,582233143,world,3.4129658718890648,5.123102392662915,0.38446009159088135,0.0027585639499134156,0.0010272238824831656,-0.4095847190714404,0.9122673363873108
1661155096.7985032,121,1661155096,792229465,world,3.4126928044900477,5.122884282010726,0.3849416673183441,0.00018051047113549763,0.0031522678055181073,-0.40899078771867564,0.912533049365835
1661155096.998558,122,1661155096,992257162,world,3.4126933860759876,5.122888591741405,0.3849309980869293,0.00017801416361586326,0.0031121403674736568,-0.4089691000459688,0.9125429075396296
1661155097.1985176,123,1661155097,192255211,world,3.4127003377848184,5.122872718286222,0.3846975564956665,0.0005712029852201965,0.0024527673450097276,-0.4091017021882564,0.9124853176496442
1661155097.3985136,124,1661155097,392247744,world,3.412701710587993,5.122889146826606,0.38492047786712646,0.000413906945600403,0.0029941427812671274,-0.4089055320521267,0.9125717120573116
1661155097.5985298,125,1661155097,592272051,world,3.4127041943335175,5.122891828861583,0.3849719762802124,0.00031169010581278593,0.0031125810017529672,-0.40894132514500936,0.9125553173794065
1661155097.7985044,126,1661155097,792215735,world,3.412726085495,5.12294743389713,0.3844495713710785,0.0005686227225247101,0.001988712725037212,-0.40939868972256394,0.9123532400026563
1661155097.9985006,127,1661155097,992211869,world,3.4126996049582887,5.122904868660764,0.3850080668926239,0.00024879832736743996,0.003224000587220956,-0.40883866809218916,0.9126009464120726
1661155098.1986053,128,1661155098,192279622,world,3.4127035387604723,5.122909038580372,0.3850611448287964,0.0003250581700557128,0.0033108996202674294,-0.40887906065236146,0.9125825146478169
